customer_msg,msg_clean,brand_reply,cluster,stratum,intent,should_escalate,escalation_reason,customer_tweet_id,thread_root,is_adversarial,adversarial_kinds,is_sensitive,is_thread_start,labelled_by
So #MarvelsRunaways comes out tomorrow and neither my mom or brother remembers the Hulu password so I can't use it. 😑,So #MarvelsRunaways comes out tomorrow and neither my mom or brother remembers the Hulu password so I can't use it. 😑,@698508 Oh no! We can help. Send them over: https://t.co/5gWvMDkGWx so you can get logged in and catch the premiere!,3,escalation_sensitive,account_access,yes,,2434141.0,2434141.0,0.0,,1.0,True,ai_claude
Not sure who it is but 1 of you suck @115940 @88064,Not sure who it is but 1 of you suck,"@125979 Hulu here! We'd love to help. If you're having playback issues, try: https://t.co/HXpLyTU79x. If no luck, @ us your device.",0,adversarial,general_complaint,no,,2231794.0,2231794.0,1.0,very_short,0.0,True,ai_claude
@115940 when are you going to get the rights to Rick and Morty season 3???,when are you going to get the rights to Rick and Morty season 3???,"@241448 No release date to share at this time, but keep an eye on this page for updates: https://t.co/r9MCqHfPQQ. We'll share your interest!",5,adversarial,content_availability,no,,525107.0,525107.0,1.0,multi_question,0.0,True,ai_claude
@hulu_support hello I am having trouble adding my location to my account so I can watch live tv on other devices.,hello I am having trouble adding my location to my account so I can watch live tv on other devices.,@819047 Hey there! Are you following these steps: https://t.co/Nvg3PZWd0j? What happens when you try to update your home location? Let us know more details so we can assist. We'll be standing by!,4,rare_boost,account_access,yes,,2969308.0,2969308.0,0.0,,1.0,True,ai_claude
@hulu_support Can't sign-up for Live TV on Hulu. I click on Live TV link from my account and it takes me right back to the Account page. What am I doing wrong?,Can't sign-up for Live TV on Hulu. I click on Live TV link from my account and it takes me right back to the Account page. What am I doing wrong?,"@657512 Our sincere apologies, Rod! We're currently investigating. In the meantime, try Incognito/Private Mode and a different browser.",2,rare_boost,account_access,yes,,2257788.0,2257788.0,0.0,,1.0,True,ai_claude
"@hulu_support on Apple TV, skipping ahead causes show to go back to original spot after ad break, ads I watched play again. What can I do?","on Apple TV, skipping ahead causes show to go back to original spot after ad break, ads I watched play again. What can I do?",@527345 That's no good! Which generation Apple TV do you have? Does this happen with a certain show or ad perhaps?,0,natural,device_app_issue,no,,1749720.0,1749720.0,0.0,,0.0,True,ai_claude
"Hey, Hulu, “live” is inaccurate today, as I do not recall tuning into the Buffering Broadcasting Corporation.","Hey, Hulu, “live” is inaccurate today, as I do not recall tuning into the Buffering Broadcasting Corporation.",@408253 Let's see if we can fix that! Which device are you using to stream? Any specific network affected? Try out: https://t.co/HXpLyTU79x.,2,natural,live_tv_sports_issue,no,,1370024.0,1370024.0,0.0,,0.0,True,ai_claude
@hulu_support ABC in Detroit market seems to have the picture and sound out of sync. Working well on other channels though.,ABC in Detroit market seems to have the picture and sound out of sync. Working well on other channels though.,"@701876 Yikes! Which device are you using to stream? If you try a quick device+modem reboot for comparison, any improvement after?",0,natural,live_tv_sports_issue,no,,2758566.0,2758566.0,0.0,,0.0,True,ai_claude
@115940 y'all need a skip intro button,y'all need a skip intro button,"@785530 Hey there, Shane! We're always looking for ways to improve our app, so we'll share this request with our team. 👍",0,adversarial,feature_request,no,,2818038.0,2818038.0,1.0,very_short,0.0,True,ai_claude
Trying to watch 2006 version of Penelope and end up getting 1966's version. @115940 @hulu_support #whatsupwiththat #greatmoviebtw https://t.co/NosFHPqe6L,Trying to watch 2006 version of Penelope and end up getting 1966's version. #whatsupwiththat #greatmoviebtw,"@135421 Oops! Sorry about that! We've just passed this along to our team to take a look. Our apologies for the initial confusion, but thank you so much for reporting this to us. 👍",1,natural,content_availability,no,,89734.0,89734.0,0.0,,0.0,True,ai_claude
@hulu_support I'm canceling my sub this is why https://t.co/14iZTNHqxo #youtube,I'm canceling my sub this is why #youtube,"@161088 Apologies! Due to technical and content security reasons, we don't support HDMI display at this stage. We'll share your feedback.",0,escalation_sensitive,general_complaint,no,,191866.0,191866.0,0.0,,1.0,True,ai_claude
"@hulu_support when is the UI going to be rolled back? Going to cancel if it isn’t soon. Practically unusable, very disappointed.","when is the UI going to be rolled back? Going to cancel if it isn’t soon. Practically unusable, very disappointed.","@180763 Oh no! There aren't plans to roll back, but we'd love to help turn things around. If you're having issues, let us know the details.",0,escalation_sensitive,feature_request,no,,271410.0,271410.0,0.0,,1.0,True,ai_claude
"Anyone else having connection or playback issues with @115940???

 @hulu_support",Anyone else having connection or playback issues with ???,@785532 Aw man! Let's see if we can fix that. Which device is this occurring on? Start with these steps: https://t.co/HXpLyTU79x.,4,adversarial,playback_error,no,,2818042.0,2818042.0,1.0,multi_question,0.0,True,ai_claude
@hulu_support where is this week's shark tank?!?,where is this week's shark tank?!?,"@337223 Apologies, Lisa! Our team has reached out for further insight. We hope to have word soon, so be sure to keep an eye on your Watchlist/My Stuff for any new updates. Thanks!",0,adversarial,content_availability,no,,2943091.0,2943091.0,1.0,"very_short,multi_question",0.0,True,ai_claude
@hulu_support Episode 2 of Scientology &amp; Aftermath is mislabeled (Fair Game) and it's showing a Q &amp; A episode instead?,Episode 2 of Scientology &amp; Aftermath is mislabeled (Fair Game) and it's showing a Q &amp; A episode instead?,@310209 Hey Holly! We've been looking into this and have sorted out those issues. If you run into any more trouble let us know.,7,rare_boost,content_availability,no,,797832.0,797832.0,0.0,,0.0,True,ai_claude
Thanks to @115940 I missed the final five minutes of the first half of the Kentucky game and now nothing will stay live. Fantastic.,Thanks to I missed the final five minutes of the first half of the Kentucky game and now nothing will stay live. Fantastic.,"@637196 Our apologies, Jeremy! We experienced an outage earlier tonight, but this has now been resolved. Thanks for your patience!",1,natural,live_tv_sports_issue,no,,2172869.0,2172869.0,0.0,,0.0,True,ai_claude
All I wanted to do was binge watch Bob's Burgers on Hulu. Every commercial was from Old Navy. I can't escape 😅,All I wanted to do was binge watch Bob's Burgers on Hulu. Every commercial was from Old Navy. I can't escape 😅,"@794195 Sorry for any repetition! Some shows have a limited # of advertisers, but try updating this pg: https://t.co/4jUgTZxAj7.",1,rare_boost,general_complaint,no,,2857553.0,2857553.0,0.0,,0.0,True,ai_claude
@115940 ADD ALL THE SEASONS FOR MODERN FAMILY. Thank you,ADD ALL THE SEASONS FOR MODERN FAMILY. Thank you,"@504695 We'll share the interest, Jon! Right now, we're able to offer episodes from the current season, next-day. Keep the show in Watchlist/My Stuff for all updates. 💚",0,adversarial,content_availability,no,,1653232.0,1653232.0,1.0,shouting,0.0,True,ai_claude
@hulu_support When is Black Sails season 4 going to be added?,When is Black Sails season 4 going to be added?,"@128611 Hi, John! We don't have any news about Black Sails at this time, but we'll let our content team know you can't wait for S4.",8,rare_boost,content_availability,no,,2815090.0,2815090.0,0.0,,0.0,True,ai_claude
@hulu_support when can you guys fix the PS4 app?,when can you guys fix the PS4 app?,@338729 Sorry for the continued frustrations! Please reach out to us via live chat: https://t.co/6YdK7bvQN7 so we can further investigate.,6,rare_boost,device_app_issue,no,,1071738.0,1071738.0,1.0,very_short,0.0,True,ai_claude
About to cancel @115940 TV...the app is horrible and doesn't work with Amazon firestick. TOTAL GARBAGE!!! @hulu_support,About to cancel TV...the app is horrible and doesn't work with Amazon firestick. TOTAL GARBAGE!!!,"@495314 Apologies! Still need a hand? If so, try https://t.co/TR6ei0cnf1. If needed call: https://t.co/6YdK7bvQN7 for further support",3,escalation_sensitive,device_app_issue,no,,1614788.0,1614788.0,0.0,,1.0,True,ai_claude
Every Sunday....... the buffer bar appears for football. @hulu_support #rethinkingthisidea #hulutv,Every Sunday....... the buffer bar appears for football. #rethinkingthisidea #hulutv,"@250718 Oh no! Does only a specific channel seem to be affected? What device are you using? Let us know more, we'd love to help!",0,natural,live_tv_sports_issue,no,,2493212.0,2493212.0,0.0,,0.0,True,ai_claude
I’ll look into it. Thank you https://t.co/z87Q0YJIJq,I’ll look into it. Thank you,@165741 You're welcome. 🤗 We also have further steps for phones at: https://t.co/C3IOhQGizS and https://t.co/bKrKTfspC1.,0,natural,other,yes,,223662.0,223662.0,1.0,very_short,0.0,True,ai_claude
"@hulu_support Okay, I paid you guys already for this month, so why is my service disconnected? Please send a DM message.","Okay, I paid you guys already for this month, so why is my service disconnected? Please send a DM message.","@822094 Oh no! We'd love to get this sorted out together. Follow us then DM your email addresses and ZIP Code. If you can see a 7 to 10 digit number for the Hulu charge on your statement, that would be helpful as well. We look forward to your message!",6,escalation_sensitive,billing_charge,yes,,2980662.0,2980662.0,0.0,,1.0,True,ai_claude
@hulu_support Am I able to access Hulu Live TV on my desktop computer? I don't see my DVR or live TV access when I login.,Am I able to access Hulu Live TV on my desktop computer? I don't see my DVR or live TV access when I login.,@655950 Early access to live TV is available on site: https://t.co/ZlqYLRnAwJ. We're working to roll out DVR/My Stuff in the future.,2,escalation_sensitive,device_app_issue,no,,2251699.0,2251699.0,0.0,,1.0,True,ai_claude
@115940 what's up with the new Excorcist episodes? 🙇🏽‍♀️ I can't handle the suspense 😭,what's up with the new Excorcist episodes? 🙇🏽‍♀️ I can't handle the suspense 😭,"@461313 Don't worry, there haven't been any new eps to air since 10/20! It will return tomorrow with a fresh live episode episode.",0,natural,content_availability,no,,1470468.0,1470468.0,1.0,emoji_heavy,0.0,True,ai_claude
@hulu_support why does live tv rewind 30 seconds at the top and bottom of every hour?,why does live tv rewind 30 seconds at the top and bottom of every hour?,"@497170 Yikes, that definitely shouldn't be happening. Does this occur across all live content, or just certain networks? How often?",2,natural,live_tv_sports_issue,no,,1622840.0,1622840.0,0.0,,0.0,True,ai_claude
"@115940 @118721 why can't I manage my devices when I'm billed thru iTunes, y'all whack","why can't I manage my devices when I'm billed thru iTunes, y'all whack",@508010 You'll be able to manage devices from your account page via PC: https://t.co/BLlbZHUTHB. More info: https://t.co/bnQnpHbOSi.,0,escalation_sensitive,billing_charge,yes,,1668033.0,1668033.0,0.0,,1.0,True,ai_claude
"Once again, @115940 continues to spam me with promotional email after unsubscribing and @hulu_support promising that they won't email me again. Are they really that desperate to compete with @116602 that they've lost all ethics, or are they just incompetent?","Once again, continues to spam me with promotional email after unsubscribing and promising that they won't email me again. Are they really that desperate to compete with that they've lost all ethics, or are they just incompetent?","@252196 Sorry for any trouble, Stafford! If you DM us the email on file we can take a look at things on our end to remove you from our email list.",0,adversarial,account_access,yes,,564405.0,564405.0,1.0,very_long,0.0,True,ai_claude
Me when @115940 keeps buffering. https://t.co/KTuZXKSB7s,Me when keeps buffering.,"@782739 Oh no! Which device do you use? For now, please be sure to try a quick device+modem/router reboot. Any improvement after?",0,adversarial,playback_error,no,,2806485.0,2806485.0,1.0,very_short,0.0,True,ai_claude
My @115940 account REALLY wants me to watch Smallville for some reason. It auto plays every time I'm caught up with a show,My account REALLY wants me to watch Smallville for some reason. It auto plays every time I'm caught up with a show,"@250169 Sorry about that, John! If you head to: https://t.co/JUzzDkRwbx you should see Smallville in your recommendations. From there you can let us know if you are not interested in the shows we've been recommending. In the meantime, we'll share your experience with the team.",1,escalation_sensitive,playback_error,no,,557414.0,557414.0,0.0,,1.0,True,ai_claude
@hulu_support still experiencing frozen pic and unstable resolution on live tv - my wifi is showing 5-6 megabit ???,still experiencing frozen pic and unstable resolution on live tv - my wifi is showing 5-6 megabit ???,@478245 Oh no! We recommend 8Mbps for a smooth Live streaming experience: https://t.co/8x1k3V3gxT. What device are you streaming on?,2,natural,live_tv_sports_issue,no,,1713595.0,1713595.0,1.0,multi_question,0.0,True,ai_claude
.@115940 @hulu_support  Why would you remove the Saw movies weeks before the new one comes out?!? Have you lost your damn minds!!!?? 👎 😬,. Why would you remove the Saw movies weeks before the new one comes out?!? Have you lost your damn minds!!!?? 👎 😬,"@293870 Sorry for any disappointment! Our streaming rights expired, but we'll share the interest in seeing the films return. 💚",0,adversarial,content_availability,no,,725829.0,725829.0,1.0,multi_question,0.0,True,ai_claude
"@115940 I literally made a twitter to ask you to please change the hulu format to something that isnt terrible. Please change it back, please?","I literally made a twitter to ask you to please change the hulu format to something that isnt terrible. Please change it back, please?",@412038 Aw man! Anything in particular you aren't loving? Any features you'd like added? We're making updates based on feedback.,3,natural,feature_request,no,,1244878.0,1244878.0,0.0,,0.0,True,ai_claude
@115940 is glitching and I've watched the same Oxi Clean commercial 6 times on a loop so far. I think I'm in purgatory??,is glitching and I've watched the same Oxi Clean commercial 6 times on a loop so far. I think I'm in purgatory??,@181350 Hi! Try: https://t.co/4jUgTZxAj7 to add variety to the ads. What's the device in use? Give these: https://t.co/HXpLyTU79x a shot.,0,natural,playback_error,no,,273542.0,273542.0,1.0,multi_question,0.0,True,ai_claude
@115940 when will Season 3 of @117874 be available i need to know asap,when will Season 3 of be available i need to know asap,@291455 Hey there! We asked Tiny Rick and he says you can catch season three with our Live TV service (https://t.co/O9QhZdLbxw). 👏,8,natural,content_availability,no,,716400.0,716400.0,0.0,,0.0,True,ai_claude
Why is the @115940 app on @129764 such outdated trash....?,Why is the app on such outdated trash....?,@280032 Hey there! Are you running into trouble? We're here to help or pass along any feedback you have to our team for review. 💚,3,natural,device_app_issue,no,,670865.0,670865.0,0.0,,0.0,True,ai_claude
"@hulu_support Hulu sucks!  It crashes every 25 to 30 minutes, showing CRITICAL APPLICATION ERROR.  Tried to get help through website, but that was useless.  Rep said HuluPlus is no longer a thing so she tried to sync my Hulu account with the Plus App??!!!  Hulu is a rip-off!","Hulu sucks! It crashes every 25 to 30 minutes, showing CRITICAL APPLICATION ERROR. Tried to get help through website, but that was useless. Rep said HuluPlus is no longer a thing so she tried to sync my Hulu account with the Plus App??!!! Hulu is a rip-off!",@785141 Sorry for any trouble! It sounds like you may be using a device we no longer support. Check out: https://t.co/S7I5SNUS3g.,3,adversarial,device_app_issue,yes,,2816454.0,2816454.0,1.0,"very_long,multi_question",1.0,True,ai_claude
@hulu_support why couldn't I watch #MNF today?,why couldn't I watch #MNF today?,@614049 You should have been able to catch the game on ESPN last night. What device were you using? What trouble did you run into?,1,adversarial,live_tv_sports_issue,no,,2891793.0,2891793.0,1.0,very_short,0.0,True,ai_claude
"@115940 @115940 just brought picture in picture back, yes!  Next, I’d love to see the ID Channel. Good job!","just brought picture in picture back, yes! Next, I’d love to see the ID Channel. Good job!","@346619 We'll pass along your request, Steph! We are working to make improvements based on viewer feedback: https://t.co/kWb8XQO2mG. 💚",0,natural,feature_request,no,,955181.0,955181.0,0.0,,0.0,True,ai_claude
@115940 Please stop the screen darkening with volume change. Terrible user experience. Not a fan of new app.,Please stop the screen darkening with volume change. Terrible user experience. Not a fan of new app.,@342932 We're making updates based on user input &amp; will share the request. Press/swipe up (back on Roku) and overlay will disappear.,3,natural,playback_error,no,,940407.0,940407.0,0.0,,0.0,True,ai_claude
Love @115940 but lost home internet&amp; just learned can’t Mirror Hulu on iPad hdmi adapter. Wanted to get Hulu live. Guess I’ll have to cancel all of Hulu &amp; look at @115946 or something like that 😢 why #Hulu why???,Love but lost home internet&amp; just learned can’t Mirror Hulu on iPad hdmi adapter. Wanted to get Hulu live. Guess I’ll have to cancel all of Hulu &amp; look at or something like that 😢 why #Hulu why???,"@115945 We'd hate to see you go! HDMI mirroring isn't supported at this time, but we'll be sure to share the interest in this w/our team",3,natural,device_app_issue,no,,1275.0,1275.0,1.0,"very_long,multi_question",1.0,True,ai_claude
And tbh i subscribed to @115940 again solely for Seinfeld so DEER GOD Hulu don’t you ever get rid of this show about NOTHING https://t.co/qTY4JWBjEr,And tbh i subscribed to again solely for Seinfeld so DEER GOD Hulu don’t you ever get rid of this show about NOTHING,"@715153 Hey, Rel! No plans for Seinfield to expire from Hulu. We recommend adding the series to your Watchlist/My Stuff for any updates. ✅",3,natural,content_availability,no,,2508500.0,2508500.0,0.0,,0.0,True,ai_claude
"@hulu_support stop telling everyone to watch it through the NBC link, just fix your own issues or refund us🙄 https://t.co/5WCGo73rkh","stop telling everyone to watch it through the NBC link, just fix your own issues or refund us🙄","@675361 Sorry the NBCSports App didn't work, but you may be able to watch here: https://t.co/TlLflxFPZp. Thanks for bearing with us",1,escalation_sensitive,billing_charge,yes,,2333601.0,2333601.0,0.0,,1.0,True,ai_claude
"@hulu_support Ummm I'm trying to put a gift card for hulu but it keeps saying ""Page not found"" Man what is going on? It's always something.","Ummm I'm trying to put a gift card for hulu but it keeps saying ""Page not found"" Man what is going on? It's always something.",@458778 Sorry! This is a known issue we're looking into. We'd be happy to provide further support here: https://t.co/6YdK7bvQN7.,3,natural,billing_charge,yes,,1459520.0,1459520.0,0.0,,1.0,True,ai_claude
@hulu_support Having issues watching hulu. Get home network not set error. Tried unsuccessfully and now I can't watch anything. WTH.,Having issues watching hulu. Get home network not set error. Tried unsuccessfully and now I can't watch anything. WTH.,"@532627 Oh no! Apologies, Tracy. Call or chat and we'll pull up your account to get this resolved together: https://t.co/6YdK7bvQN7.",4,rare_boost,account_access,yes,,1772096.0,1772096.0,0.0,,0.0,True,ai_claude
@hulu_support i applied two gift cards on my account for $150 but i dont see it anywhere. I want to make sure it will be applied to my next billing.,i applied two gift cards on my account for $150 but i dont see it anywhere. I want to make sure it will be applied to my next billing.,"@746480 If you're unable to find this on your account page, follow up: https://t.co/6YdK7bvQN7. We'll make sure you're good to go!",0,escalation_sensitive,billing_charge,yes,,2645813.0,2645813.0,0.0,,1.0,True,ai_claude
@hulu_support my parents lost CBS and FOX on their live tv subscription after their free trial ended. Please advise. ZIP: 27332.,my parents lost CBS and FOX on their live tv subscription after their free trial ended. Please advise. ZIP: 27332.,@390942 Did you enter the zip here: https://t.co/rjjbP5u0Fj ? Please reach out here: https://t.co/6YdK7bvQN7 so we can look into this!,2,escalation_sensitive,live_tv_sports_issue,no,,1151356.0,1151356.0,0.0,,1.0,True,ai_claude
The score in the top of the 3rd is...well I don’t know. The @115940 Live is so shit that it barely works. #garbage #WorldSeries2017,The score in the top of the 3rd is...well I don’t know. The Live is so shit that it barely works. #garbage #WorldSeries2017,"@567325 Sorry to hear this! Which device do you use+what behavior are you running into? For now, try a quick device+modem reboot.",0,natural,live_tv_sports_issue,no,,2496232.0,2496232.0,0.0,,0.0,True,ai_claude
@hulu_support Your new interface absolutely SUCKS!!! Difficult to navigate and almost impossible to control on AppleTV.,Your new interface absolutely SUCKS!!! Difficult to navigate and almost impossible to control on AppleTV.,"@379357 Oh no! We'd love to hear more from you about the trouble you've been having. For now, check this out: https://t.co/zS2PPOu3qc",0,rare_boost,feature_request,no,,1099083.0,1099083.0,0.0,,0.0,True,ai_claude
@hulu_support deleted all my devices and i still get this error https://t.co/dIa0iI7nF3,deleted all my devices and i still get this error,"@701875 Sorry about that! If closing our app and reopening it doesn't help, give these a shot: https://t.co/bKrKTfspC1. Any change?",9,natural,device_app_issue,no,,2448675.0,2448675.0,0.0,,0.0,True,ai_claude
@hulu_support hey I'm honestly going to cancel my subscription unless I can revert to old layout,hey I'm honestly going to cancel my subscription unless I can revert to old layout,@361130 Sorry! Reverting back to the previous interface isn't an option but we're making updates. Anything specific you're not loving?,6,escalation_sensitive,feature_request,no,,1019051.0,1019051.0,0.0,,1.0,True,ai_claude
@hulu_support why does my husbands account deny him logging in because of ‘Home network’ error? I tried connecting home network but it said unable to. We can’t connect to a home network via hotspot which is what we use. So he can’t watch?,why does my husbands account deny him logging in because of ‘Home network’ error? I tried connecting home network but it said unable to. We can’t connect to a home network via hotspot which is what we use. So he can’t watch?,@241450 Apologies Stacia! Devices connected via a mobile hotspot qualify as mobile devices and cannot be used as a home network. Here's more information: https://t.co/Nvg3PZEBBJ. We'll share the feedback!,0,adversarial,account_access,yes,,525114.0,525114.0,1.0,"very_long,multi_question",1.0,True,ai_claude
My dog turned the subtitles on Hulu with her tail and I can’t figure out how to get them to go away!,My dog turned the subtitles on Hulu with her tail and I can’t figure out how to get them to go away!,"@609453 Doggone! 🐶  We're here to help, Ali. Are you able to get to turned off using the tips we have here: https://t.co/mm1stEaR42?",3,rare_boost,device_app_issue,no,,2060655.0,2060655.0,0.0,,0.0,True,ai_claude
@hulu_support using the app on the tv and the system keeps timing out please help,using the app on the tv and the system keeps timing out please help,@431385 Yikes! Sorry to hear that. Let us know what TV model/brand you're using for some specific tips! Try: https://t.co/HXpLyTU79x.,3,natural,device_app_issue,no,,1334833.0,1334833.0,0.0,,0.0,True,ai_claude
@hulu_support saying video no longer available for the jets game on right now. Won't load. Why am I paying $40 for this bullshit??,saying video no longer available for the jets game on right now. Won't load. Why am I paying $40 for this bullshit??,"@461315 Sorry, Brandon! We are working to resolve an issue with the NFL feed. Does powering off your device for 2 minutes help?",0,natural,live_tv_sports_issue,no,,1470474.0,1470474.0,1.0,multi_question,0.0,True,ai_claude
I cancelled my @115900 service because it was grossly overpriced. I signed up for @130108 and I have one regret so far.... Where is @120330??? 😭 I guess I'll have to switch to @115940,I cancelled my service because it was grossly overpriced. I signed up for and I have one regret so far.... Where is ??? 😭 I guess I'll have to switch to,"@720059 We'd love to have you as a viewer! To see which channels would be available in your location, check out: https://t.co/rjjbP5u0Fj",0,escalation_sensitive,content_availability,no,,2529078.0,2529078.0,1.0,multi_question,1.0,True,ai_claude
"Uh, @115940 why isn’t Season 2 Episode 1 of The Good Place on, but the rest are???? 😡","Uh, why isn’t Season 2 Episode 1 of The Good Place on, but the rest are???? 😡",@452695 Our rights for The Good Place allow us to post the last 5 episodes that have aired on TV. For info: https://t.co/I20ZxVbL0C.,7,adversarial,content_availability,no,,1432859.0,1432859.0,1.0,multi_question,0.0,True,ai_claude
"Can y'all put little nicky on hulu please.
@hulu_support",Can y'all put little nicky on hulu please.,@118020 Great suggestion! We'll be sure to share the interest in adding Little Nicky to our library with our content team!,3,natural,content_availability,no,,10860.0,10860.0,0.0,,0.0,True,ai_claude
@115940 why did you stop posting new eps for @28586 ? Nothing new since Tuesday. Did you stop carrying this program?,why did you stop posting new eps for ? Nothing new since Tuesday. Did you stop carrying this program?,@482769 Sorry for any confusion! All new eps are currently streaming. Scroll to the far right of the eps tab: https://t.co/ct7pz4fPLM.,0,adversarial,content_availability,no,,2263711.0,2263711.0,1.0,multi_question,0.0,True,ai_claude
@hulu_support I'm going to break my TV (or cancel Hulu) if I have to watch another keytruda commercial while I binge Mindy,I'm going to break my TV (or cancel Hulu) if I have to watch another keytruda commercial while I binge Mindy,"@645846 Sorry, we'll share the feedback! Advertisers can buy space on specific shows, so let's try updating: https://t.co/4jUgTZxAj7.",1,escalation_sensitive,general_complaint,no,,2209389.0,2209389.0,0.0,,1.0,True,ai_claude
@hulu_support I need help with a charge that just went through my account.,I need help with a charge that just went through my account.,"@165202 Good morning, Michael! For billing questions/concerns, please reach out to us here: https://t.co/6YdK7bvQN7 for 1:1 support.",0,escalation_sensitive,billing_charge,yes,,207988.0,207988.0,0.0,,1.0,True,ai_claude
@115940 There's a bunch of crap on my Watchlist and there's no easy way to uncheck them. I only want like 5 shows on my list. Please make an,There's a bunch of crap on my Watchlist and there's no easy way to uncheck them. I only want like 5 shows on my list. Please make an,"@197029 Sorry for the delay! To add or remove items in your Watchlist, check out: https://t.co/RacUJLnq3Z. We'll share your input.",0,natural,feature_request,no,,339335.0,339335.0,0.0,,0.0,True,ai_claude
@hulu_support When I want to watch the last episode of this is us season 1 you guys say I can't watch cause my plan. What plan is that? Paid,When I want to watch the last episode of this is us season 1 you guys say I can't watch cause my plan. What plan is that? Paid,@345671 That shouldn't be the case! Which device are you using? Are you able to watch here: https://t.co/bhkeeHcKFr?,1,escalation_sensitive,billing_charge,yes,,951323.0,951323.0,0.0,,1.0,True,ai_claude
Still patiently waiting for @115940 to add @60689 🙏🏻🦂 @47977 @60690,Still patiently waiting for to add 🙏🏻🦂,"@463344 We'll share your interest! If CBS is available in your area: https://t.co/rjjbP5u0Fj, you can watch current eps with Live TV.",0,natural,content_availability,no,,1478540.0,1478540.0,1.0,"very_short,emoji_heavy",0.0,True,ai_claude
"*Turns on mic, steps onto box*

Dear @115940, this world is too bleak to release 3 episodes of #MarvelsRunaways and then once per week for another 10. Please release all for optimum bingeing.

Thank you for your time.

*Steps off box, turns off mic*","*Turns on mic, steps onto box* Dear , this world is too bleak to release 3 episodes of #MarvelsRunaways and then once per week for another 10. Please release all for optimum bingeing. Thank you for your time. *Steps off box, turns off mic*",@285869 Hi! We'll share your feedback/release schedule preference with the appropriate teams here. 😊,0,adversarial,feature_request,no,,695428.0,695428.0,1.0,very_long,0.0,True,ai_claude
"If this is seriously happening I'm going to have to rethink my subscription with @115940... 
https://t.co/aTnkOIQmMz",If this is seriously happening I'm going to have to rethink my subscription with ...,"@398577 For now, we would recommend using a browser and we'll be sure to share the feedback regarding this w/the appropriate team. 2/2",6,escalation_sensitive,general_complaint,no,,1244224.0,1244224.0,0.0,,1.0,True,ai_claude
@hulu_support Hey guys. Didn't realize i couldn't stream TV to my desktop. Is there any way I can?,Hey guys. Didn't realize i couldn't stream TV to my desktop. Is there any way I can?,"@136295 Sorry, Henry! We don't support web-to-TV via HDMI. If that's not your setup, DM us the email tied to your acct and your phone #.",6,natural,device_app_issue,no,,2527468.0,2527468.0,0.0,,0.0,True,ai_claude
@hulu_support Hulu is having trouble loading and keeps kicking out of app. Restarted wifi and still having this problem. Please help,Hulu is having trouble loading and keeps kicking out of app. Restarted wifi and still having this problem. Please help,"@292610 Oh no! Has the issue persisted? If so, let us know your device and if any errors pop up. For now, try: https://t.co/HXpLyTU79x.",4,natural,playback_error,no,,721116.0,721116.0,0.0,,0.0,True,ai_claude
Aye yo @115940 why on earth do you have this many ads?? Y’all finally got better content than Netflix but it’s not worth putting up with. I just wanna binge Hoarders without interruptions.,Aye yo why on earth do you have this many ads?? Y’all finally got better content than Netflix but it’s not worth putting up with. I just wanna binge Hoarders without interruptions.,"@269079 Ads help to keep the monthly price around $8. If you're not a fan of interruptions, we do also offer a No Commercials option!",0,adversarial,general_complaint,no,,629285.0,629285.0,1.0,multi_question,0.0,True,ai_claude
@hulu_support i have 3 profiles in my account how many devices can be active at the same time?,i have 3 profiles in my account how many devices can be active at the same time?,@394762 We offer one stream at a time per account w/on-demand plans. Live TV includes two streams w/the option of Unlimited Screens.,0,escalation_sensitive,account_access,no,,1168119.0,1168119.0,0.0,,1.0,True,ai_claude
@hulu_support  Why is the max fast forward just 7 seconds at a time? What happened from the update?,Why is the max fast forward just 7 seconds at a time? What happened from the update?,"@165752 We'll share your feedback! Depending on your device, you should be able to hold down the FF button or use the scrubber.",0,adversarial,feature_request,no,,210216.0,210216.0,1.0,multi_question,0.0,True,ai_claude
Ummmm why cant I stream #GameOfThrones on @115940 ???,Ummmm why cant I stream #GameOfThrones on ???,"@235146 Hi, Justin! GOT is available when you add-on HBO to your current Hulu subscription: https://t.co/wFJOxIYN8p. If you're already subscribed to the add-on, let us know what device you're on and we'll take it from there. 👍🏽",0,adversarial,content_availability,no,,586431.0,586431.0,1.0,multi_question,0.0,True,ai_claude
@115940 pls DM me about an incorrect payment issue or i will replace all of ur toothpaste tubes with melted garlic,pls DM me about an incorrect payment issue or i will replace all of ur toothpaste tubes with melted garlic,"@815366 While we're big fans of garlic, we definitely want to get this resolved for you. For billing assistance, please reach out to us by phone/chat here: https://t.co/6YdK7bvQN7.",0,escalation_sensitive,billing_charge,yes,,2953097.0,2953097.0,0.0,,1.0,True,ai_claude
"@hulu_support live tv keeps freezing. My internet connection is fine, and I have zero problems streaming shows. How can I fix this?","live tv keeps freezing. My internet connection is fine, and I have zero problems streaming shows. How can I fix this?",@329218 Sorry to hear of the buffering trouble. What device are you using? Notice a change after trying: https://t.co/HXpLyTU79x?,2,natural,live_tv_sports_issue,no,,1023438.0,1023438.0,0.0,,0.0,True,ai_claude
Wow thanks Hulu. You’re a real friend https://t.co/tONolLxagM,Wow thanks Hulu. You’re a real friend,"@438901 You're an amazing friend! If you ever need anything else, please don't hesitate to let us know. We'll be here to support! 💚",3,natural,general_complaint,no,,1402616.0,1402616.0,1.0,very_short,0.0,True,ai_claude
